-0.4892,0.33483,-0.39571,-1.0544,1.0156,-0.20959,-0.11279,0,0,0,0.3482,0.59024,0.54568,0.4823
-0.48926,0.33484,-0.39599,-1.0544,1.0157,-0.20974,-0.11298,0.000040142,0.000019339,0.000049813,0.3482,0.59024,0.54568,0.4823
-0.4893,0.33486,-0.39645,-1.0545,1.0158,-0.20978,-0.11305,0.000026579,0.00003509,0.00010365,0.34825,0.59024,0.54568,0.48226
-0.48928,0.33493,-0.39693,-1.0543,1.016,-0.20997,-0.11305,-0.000012613,0.000068578,0.00010435,0.34825,0.59031,0.54569,0.48216
-0.48929,0.33523,-0.39711,-1.0539,1.0162,-0.21005,-0.11297,-0.000040237,0.00013869,0.00011824,0.34827,0.59033,0.54571,0.48209
-0.48949,0.33586,-0.39726,-1.0536,1.0163,-0.21021,-0.11279,-0.000054959,0.00023162,0.00015772,0.34832,0.59036,0.54576,0.48197
-0.4895,0.33658,-0.39657,-1.0535,1.0161,-0.21021,-0.11276,-0.000018335,0.00028732,0.00019113,0.34836,0.59041,0.54572,0.48192
-0.48949,0.33707,-0.39599,-1.0536,1.016,-0.21022,-0.11274,0.000012382,0.00029469,0.00020857,0.34836,0.59041,0.54572,0.48192
-0.48943,0.33737,-0.3956,-1.0539,1.0158,-0.21026,-0.11295,0.000058865,0.00031081,0.00027507,0.34828,0.59031,0.5458,0.48201
-0.48957,0.33722,-0.3955,-1.0542,1.0158,-0.21022,-0.11309,0.00015914,0.00030824,0.00035727,0.34818,0.59011,0.54593,0.48218
-0.48946,0.33723,-0.39547,-1.0543,1.0162,-0.21006,-0.11309,0.00021458,0.00033382,0.00040192,0.34817,0.58989,0.54602,0.48237
-0.48957,0.33756,-0.39576,-1.0542,1.0164,-0.21011,-0.11304,0.00026214,0.00034023,0.00038194,0.34815,0.58978,0.54607,0.48245
-0.48963,0.33766,-0.39599,-1.0541,1.0161,-0.21014,-0.11318,0.00038141,0.00034821,0.00039328,0.34826,0.58983,0.54593,0.48247
-0.48979,0.33748,-0.39614,-1.0537,1.0161,-0.21023,-0.11312,0.00048787,0.00035512,0.00035453,0.34838,0.58994,0.54577,0.48242
-0.49001,0.33725,-0.39621,-1.0535,1.016,-0.2102,-0.11298,0.00059197,0.00032733,0.0003366,0.34852,0.59001,0.54565,0.48238
-0.49013,0.33736,-0.39673,-1.0531,1.0163,-0.21026,-0.11293,0.00070321,0.00033509,0.00029621,0.34856,0.59002,0.54557,0.48243
-0.49038,0.33757,-0.39735,-1.0529,1.0165,-0.21036,-0.1129,0.00080722,0.00033877,0.00029998,0.34858,0.59,0.54554,0.48246
-0.49072,0.33774,-0.39809,-1.0528,1.0167,-0.21042,-0.11274,0.00090501,0.00034645,0.00030694,0.34854,0.58991,0.54562,0.48251
-0.49098,0.33811,-0.3987,-1.0527,1.0171,-0.21045,-0.1125,0.00098708,0.0002753,0.00022932,0.34841,0.58978,0.54573,0.48264
-0.49106,0.3386,-0.39879,-1.0524,1.0174,-0.21064,-0.11248,0.0010358,0.00027539,0.0001177,0.34821,0.58969,0.54583,0.48279
-0.49105,0.33814,-0.39829,-1.0523,1.0175,-0.21052,-0.11249,0.0010937,0.00022712,0.000003909,0.34811,0.58966,0.54577,0.48296
-0.49086,0.3373,-0.39767,-1.0522,1.0175,-0.2106,-0.11264,0.0010922,0.00015482,-0.00011576,0.3479,0.58968,0.54578,0.48308
-0.49068,0.33639,-0.39689,-1.0521,1.0174,-0.21068,-0.11292,0.0010951,0.00010715,-0.00023653,0.34773,0.58982,0.54567,0.48316
-0.4907,0.33591,-0.39614,-1.0519,1.0172,-0.21055,-0.11291,0.0010935,0.000087287,-0.0003115,0.34767,0.58991,0.54559,0.48318
-0.49075,0.33565,-0.39582,-1.0518,1.0171,-0.21049,-0.11301,0.0011316,0.000062279,-0.00037107,0.34768,0.59008,0.54541,0.48318
-0.49066,0.33581,-0.39531,-1.0517,1.0169,-0.21069,-0.11318,0.001108,0.000071614,-0.00041164,0.34762,0.59024,0.54533,0.48311
-0.49085,0.33604,-0.39529,-1.0518,1.0167,-0.21082,-0.11334,0.0011467,0.00006642,-0.00039736,0.34759,0.59035,0.54527,0.48306
-0.49093,0.33653,-0.39538,-1.0519,1.0169,-0.21082,-0.11325,0.0011655,0.000088056,-0.00034844,0.3476,0.59026,0.54535,0.48308
-0.49104,0.33698,-0.39564,-1.0519,1.017,-0.21089,-0.1133,0.0011686,0.000087342,-0.00035085,0.34749,0.59018,0.54545,0.48314
-0.49113,0.33737,-0.39586,-1.0519,1.017,-0.21084,-0.11308,0.001174,0.000093155,-0.0003305,0.3475,0.59004,0.54557,0.48316
-0.49096,0.33749,-0.39619,-1.0519,1.0171,-0.21067,-0.11308,0.0011432,0.00010215,-0.00032625,0.34755,0.58997,0.54557,0.48322
-0.49103,0.33761,-0.39641,-1.0517,1.0171,-0.21058,-0.11304,0.0012253,0.0001601,-0.00029695,0.34767,0.58992,0.5455,0.48326
