-0.61725,0.36583,-0.34525,-0.92678,1.0839,-0.24789,-0.088937,0,0,0,0.26659,0.55872,0.56815,0.54219
-0.61744,0.36627,-0.34609,-0.92696,1.0838,-0.24777,-0.088916,-0.00006053,0.000059767,0.00012142,0.26673,0.55873,0.56817,0.54209
-0.61769,0.36657,-0.34707,-0.92669,1.084,-0.24785,-0.088741,-0.000040961,0.00016385,0.00021282,0.26684,0.55864,0.56826,0.54203
-0.61831,0.36609,-0.34907,-0.92664,1.0845,-0.24786,-0.088638,-0.000037154,0.00024125,0.00032734,0.2669,0.55851,0.56838,0.54201
-0.61852,0.36638,-0.34984,-0.92641,1.0848,-0.24794,-0.088669,-0.000038539,0.00035586,0.00040832,0.26684,0.55838,0.56852,0.54204
-0.61872,0.36673,-0.35049,-0.9263,1.085,-0.24792,-0.088619,-0.000073569,0.00044036,0.00048902,0.26675,0.55826,0.56867,0.54204
-0.61882,0.36723,-0.35087,-0.92614,1.0853,-0.24787,-0.088639,-0.00018682,0.000553,0.00053699,0.26663,0.55825,0.56877,0.542
-0.619,0.3676,-0.35112,-0.9262,1.0854,-0.24803,-0.088766,-0.0002396,0.0006618,0.00066509,0.2665,0.55821,0.56893,0.54194
-0.61966,0.36726,-0.3518,-0.92623,1.0854,-0.24804,-0.088829,-0.00031045,0.00077193,0.00077276,0.26625,0.55813,0.56914,0.54193
-0.61959,0.36748,-0.35121,-0.92644,1.0854,-0.24788,-0.088816,-0.00042942,0.00088026,0.00086697,0.26609,0.55798,0.56935,0.54194
-0.61947,0.36757,-0.35056,-0.92682,1.0852,-0.24796,-0.089045,-0.00052267,0.00096009,0.0009725,0.2659,0.55793,0.5695,0.54192
-0.61956,0.36784,-0.34992,-0.92687,1.0849,-0.24795,-0.089114,-0.00059652,0.001061,0.0010213,0.26574,0.55788,0.56963,0.54192
-0.61942,0.36791,-0.34946,-0.92724,1.0845,-0.24812,-0.089136,-0.00069327,0.0011468,0.0011643,0.26575,0.55789,0.56977,0.54175
-0.62095,0.36485,-0.3529,-0.92766,1.0841,-0.24797,-0.088905,-0.00077372,0.0011892,0.0012861,0.26581,0.55779,0.56994,0.54165
-0.62099,0.36472,-0.35297,-0.92801,1.0838,-0.24784,-0.08863,-0.00083383,0.0012115,0.0013915,0.26595,0.55772,0.57006,0.54153
-0.62096,0.36478,-0.35315,-0.92824,1.0838,-0.24789,-0.088521,-0.00093253,0.0012981,0.0015417,0.2661,0.55772,0.57017,0.54134
-0.62103,0.36476,-0.35364,-0.92847,1.0837,-0.24789,-0.088367,-0.0010209,0.0013336,0.0016599,0.26621,0.55766,0.57031,0.54119
-0.62097,0.36474,-0.35436,-0.92859,1.0837,-0.24777,-0.088377,-0.0011261,0.0014139,0.0017812,0.26636,0.55763,0.57037,0.54109
-0.62139,0.36389,-0.35632,-0.92836,1.0838,-0.2479,-0.088404,-0.0012441,0.0014982,0.0018247,0.26646,0.55772,0.57039,0.54093
-0.6212,0.36356,-0.35693,-0.92847,1.084,-0.24798,-0.088551,-0.0013864,0.0015223,0.0018484,0.26659,0.55783,0.57035,0.54079
-0.62083,0.36348,-0.35731,-0.92827,1.0841,-0.24811,-0.088567,-0.0015161,0.0016033,0.0018509,0.2667,0.55791,0.57036,0.54065
-0.62054,0.36337,-0.35743,-0.92822,1.0842,-0.24828,-0.088374,-0.0016298,0.0016621,0.0018814,0.26685,0.55795,0.57042,0.54045
-0.62014,0.363,-0.35732,-0.92839,1.0843,-0.24833,-0.08806,-0.0017112,0.0016834,0.0019248,0.26704,0.55794,0.57051,0.54029
-0.61987,0.36301,-0.3572,-0.92831,1.0844,-0.24859,-0.087901,-0.001765,0.0017954,0.0020103,0.26714,0.55788,0.57065,0.54015
-0.61951,0.363,-0.35683,-0.92825,1.0845,-0.24858,-0.087452,-0.0018826,0.001903,0.0020885,0.2673,0.55779,0.57084,0.53997
-0.61926,0.36275,-0.35645,-0.92827,1.0845,-0.24856,-0.087163,-0.0020047,0.0019756,0.0021414,0.26745,0.55783,0.5709,0.53978
-0.61904,0.36264,-0.35597,-0.92846,1.084,-0.24848,-0.08708,-0.0021557,0.0020383,0.002218,0.2676,0.55792,0.57093,0.53958
-0.6187,0.36281,-0.35584,-0.9283,1.0839,-0.24859,-0.087073,-0.0022937,0.0021344,0.0022517,0.26768,0.55807,0.57094,0.53939
-0.6184,0.36312,-0.35555,-0.92846,1.0838,-0.2485,-0.087275,-0.0024383,0.0021863,0.00229,0.2677,0.55813,0.57093,0.53932
-0.61828,0.36374,-0.35534,-0.92862,1.0836,-0.24844,-0.087592,-0.0025891,0.0022854,0.0023821,0.26766,0.55816,0.57097,0.53926
-0.6182,0.36417,-0.35544,-0.92863,1.0838,-0.24851,-0.087827,-0.0026851,0.0024005,0.0024675,0.26757,0.55809,0.57109,0.53926
