-0.55818,0.31762,-0.38022,-0.98497,1.0355,-0.18342,0.021936,0,0,0,0.39504,0.53869,0.557,0.49346
-0.55803,0.31774,-0.37943,-0.98402,1.0352,-0.18526,0.021796,0.00062044,0.0001114,0.000029169,0.39526,0.53876,0.55689,0.49334
-0.55808,0.3179,-0.37935,-0.98398,1.035,-0.18534,0.022107,0.00074177,0.00012551,0.000091033,0.39549,0.53873,0.55685,0.49323
-0.55801,0.31785,-0.37942,-0.98404,1.0349,-0.18528,0.022579,0.00082524,0.00014265,0.00019637,0.39573,0.53856,0.55693,0.49314
-0.55798,0.31779,-0.37966,-0.98415,1.0351,-0.18523,0.02295,0.00086992,0.00016333,0.00029775,0.39592,0.53834,0.55704,0.49309
-0.55812,0.31769,-0.38021,-0.98429,1.0351,-0.18511,0.022891,0.00096888,0.00016813,0.00040869,0.39604,0.53824,0.55701,0.49313
-0.55819,0.31807,-0.38055,-0.98406,1.0353,-0.18512,0.02266,0.00097091,0.00027591,0.00047144,0.3961,0.53832,0.55692,0.49311
-0.55842,0.31812,-0.38136,-0.98397,1.0356,-0.1852,0.022514,0.00098239,0.00027868,0.00050155,0.39614,0.53842,0.55684,0.49306
-0.55872,0.31811,-0.38234,-0.98371,1.0356,-0.18508,0.022262,0.0010294,0.000293,0.0004992,0.39614,0.53848,0.55671,0.49313
-0.55898,0.31819,-0.38298,-0.98341,1.0358,-0.18524,0.022244,0.0010285,0.00028362,0.00044585,0.39604,0.53856,0.55672,0.49312
-0.55896,0.31838,-0.38304,-0.98307,1.036,-0.1853,0.022229,0.00095911,0.00033284,0.00038326,0.39595,0.53864,0.55673,0.4931
-0.55898,0.3184,-0.38286,-0.98297,1.036,-0.18559,0.022027,0.00098943,0.00032763,0.00034197,0.39581,0.53871,0.55673,0.49313
-0.55886,0.31838,-0.3824,-0.98294,1.0361,-0.18566,0.022262,0.00099134,0.00029614,0.00027341,0.39568,0.53865,0.55685,0.49317
-0.5589,0.31852,-0.38177,-0.98308,1.0359,-0.18513,0.022545,0.001014,0.0002896,0.00027011,0.3957,0.53851,0.55685,0.4933
-0.5587,0.31882,-0.38099,-0.98301,1.036,-0.18506,0.022718,0.0010065,0.0002936,0.00018324,0.39561,0.53846,0.55689,0.49338
-0.55883,0.31887,-0.38044,-0.98323,1.0356,-0.18496,0.022615,0.0010475,0.00024939,0.00014815,0.39547,0.53846,0.55688,0.4935
-0.55856,0.31943,-0.37948,-0.98304,1.0355,-0.18492,0.022497,0.001051,0.0003371,0.000089654,0.39529,0.53841,0.55691,0.49366
-0.55874,0.31971,-0.37952,-0.98292,1.0356,-0.18501,0.022308,0.001049,0.0003053,-0.00002521,0.39512,0.53852,0.55685,0.49375
-0.55878,0.31999,-0.38002,-0.9828,1.0355,-0.18519,0.021996,0.00097346,0.00027181,-0.00012884,0.39491,0.53866,0.55684,0.49378
